InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,TotalPrice,PaymentMethod,StoreID,ProductCategory,EmployeeID,PromotionCode
CZRTNB,CUNQU,VGVUIJIVLKHENNIHFVBX,262,06/19/2023 11:45,4.14,,United Kingdom,0.43,137.03,Online,Store_B,Category_C,WIRNZ,XSNHF
,RAPFS,GQNWNHGSXHUAYXNAQABM,328,01/19/2023 09:12,34.4,17164.0,United Kingdom,0.35,242.46,Cash,Store_A,Category_B,TAKAM,QLXZC
ARUPBI,XZNKD,HFRVAOHSIPCSOOPWFOOM,699,12/26/2023 05:00,672.96,18154.0,Netherlands,0.1,472.0,Credit Card,Store_A,Category_A,OMQCL,JZLTQ
YPTURH,HBCNX,PPNLVPCQMZPYOAUHEVSQ,824,05/09/2023 00:40,72.74,19822.0,Germany,0.13,443.37,Cash,Store_B,Category_C,UXSTN,FCVEY
JTJSGB,CVRMP,FVUYBDZQHOHCRRHCQXXQ,683,03/21/2023 00:07,64.68,14081.0,United Kingdom,0.21,381.95,Credit Card,Store_A,Category_C,REZXP,LVZQS
TSFQMQ,,QLEAMFKVYHSJJGSGHGQT,994,10/19/2023 17:43,18.49,13481.0,France,0.04,408.06,Cash,Store_A,Category_A,,VXHEZ
SFFAJM,OWWPN,BVNLBXDVFEGGYFWWDARH,706,08/24/2023 08:36,984.26,14541.0,France,0.45,338.56,Cash,Store_A,Category_C,DPEPE,TCTSR
DMXOVX,HGEVH,ZEZIRUCXDXAVIEDNRNHD,996,12/22/2023 02:42,3.32,17847.0,Belgium,0.46,274.93,Online,Store_B,Category_C,QZKWC,TNQRR
GMYLBE,YONQW,,187,10/30/2023 13:08,53.78,19428.0,Germany,0.43,301.35,Credit Card,Store_A,Category_B,ZDUKC,FPCPO
XPPZFA,EKULH,,307,08/11/2023 18:06,57.94,12113.0,Germany,0.21,26.0,Credit Card,Store_C,Category_A,TGWPA,VXXOP
RFBBUM,WBXZY,UFMKFWQQHZIGFETYBBDO,445,05/02/2023 16:47,90.78,14089.0,Netherlands,0.5,206.52,Credit Card,Store_A,Category_B,YRTFY,MWFEB
QNBRQI,LKRBQ,AFEBKUQHDBGQFARJCHXU,909,07/18/2023 16:16,86.0,14448.0,Netherlands,0.47,460.15,Credit Card,Store_C,Category_B,RVQOU,WVCYK
CTBDSJ,BJDAX,KEWGLPHBIVEXZOCMWIRR,964,10/17/2023 19:07,41.9,15010.0,France,0.24,457.19,Online,Store_B,Category_C,NIVII,JEGGQ
NUKQEQ,JYKKB,QKEUNGINRMFYPUGIVTRO,246,02/10/2023 15:39,87.11,15367.0,France,0.12,456.8,Cash,Store_B,Category_B,,
ARLWVL,WTFSY,ZGUUOZUVSRNZJJCOLOOU,42,05/05/2023 22:28,96.72,10769.0,France,0.26,476.19,Credit Card,Store_A,Category_B,MXZSF,OQIEZ
YDBKRR,BNBER,WTDOVLDAJZPXEEUFFRFU,964,06/28/2023 01:09,73.43,12076.0,Germany,0.38,494.52,Online,Store_B,Category_A,YZFYJ,TLBUC
MIYKSJ,CXBPK,YZHZCJVISEXUQJGQIGSN,325,08/28/2023 19:17,64.55,16491.0,France,0.11,215.99,Cash,Store_A,Category_A,TBCJJ,RPNKB
HBYQFM,IAKRD,YLLSLYGJQGLVALTLBIBS,4871,10/17/2023 18:13,52.2,14744.0,Germany,0.08,241.83,Online,Store_B,Category_A,DAXSM,
,TPYER,LMAGVGVJBQYFXCELSMNB,678,12/10/2023 14:11,44.15,19703.0,Germany,0.15,301.29,Cash,Store_A,Category_C,YMQME,XRPIL
WCFHTJ,RMQNA,LQXUAQXPLHWYXYHUIZLP,286,05/31/2023 05:00,93.22,18058.0,Belgium,0.16,19.16,Online,Store_C,Category_C,OXXIX,TXAGW
UHILUU,AVKQL,QRAKPHTINHNACEYWJPYP,947,12/13/2023 03:13,7.24,17257.0,Belgium,0.26,496.85,Online,Store_A,Category_C,,RXUKV
GBIIHK,ICJHF,UMJCGTVNWQCKONTNTMPC,104,02/15/2023 18:17,46.5,15056.0,Netherlands,0.01,267.93,Online,Store_C,Category_A,XBJCM,XCTYU
PUBAAP,HRSVM,RSGVWVYOOFJPWCAVYJXE,948,04/15/2023 07:37,84.28,14488.0,Germany,0.17,206.9,Cash,Store_A,Category_B,QSCSC,DLDTA
XJFPIY,,SMUSPSPYPPMCFINZWJYA,513,08/21/2023 17:58,54.04,13626.0,Netherlands,0.45,135.02,Credit Card,Store_B,Category_A,NDAYX,NKDLK
WQFEOH,ZRPHL,IHCNCVYBIIOMPBAJMUGA,210,04/17/2023 15:32,6.35,,Germany,0.15,179.79,Online,Store_C,Category_A,MFOGC,PRCNB
GGITJR,JIAYQ,OPYEZJYGLRPPHQFAVZTL,164,04/03/2023 18:28,91.38,13659.0,France,0.18,420.7,Cash,Store_C,Category_A,DOAFK,
FZUTFW,PYKMN,GPYRRFPQLLBORSUKZUOB,99,12/29/2023 06:54,17.12,,United Kingdom,0.24,458.64,Online,Store_C,Category_B,ZGVAN,LAMZS
GGDDQA,CGOXU,EMOGZIBEGRGMTVKXLQEY,9,11/20/2023 23:25,95.56,15947.0,France,0.14,217.71,Credit Card,Store_C,Category_B,PKEKL,HEUCI
FPSYWV,YEWEH,EPVBXGOZKBSBLZYKEPXS,34,12/24/2023 06:59,9.49,19147.0,United Kingdom,0.06,91.22,Credit Card,Store_B,Category_C,DDXAS,DMDAH
USBODN,PNFEV,BDWIMAOOOWAGQLPKBNEK,75,05/21/2023 18:59,62.0,14320.0,Germany,0.26,212.29,Credit Card,Store_A,Category_A,,MOQVJ
CJQYXH,DOCEN,FFLIXLPYECJRNDVMZIKT,314,09/01/2023 20:41,82.96,13124.0,United Kingdom,0.48,297.07,Cash,Store_B,Category_B,VTBHN,JNQTI
LIVDFJ,WWYIC,PGBWCJFBNSFZEULEVRDX,545,09/12/2023 22:46,8.6,19059.0,United Kingdom,0.2,24.15,Cash,Store_A,Category_C,UALYB,KEHSQ
CDNPPT,IIJCL,,775,09/28/2023 21:27,10.92,11880.0,Netherlands,0.01,247.96,Cash,Store_C,Category_A,,UCJBF
ROEUPU,OVKDD,BRTEWVMNEGRKYZHJMKOL,474,06/19/2023 13:56,5.63,11399.0,France,0.16,142.43,Online,Store_B,Category_C,VUYGH,
MOQSED,NGSAY,FZTMTYHFZZHYHAPDMTTZ,190,12/30/2023 17:59,59.06,16356.0,France,0.18,370.45,Online,Store_A,Category_B,IGVFO,JAUIC
FKMZRJ,STYLO,HOEXZLTKWTTAMPHITRTF,977,10/23/2023 16:43,23.58,13339.0,Belgium,0.36,475.47,Cash,Store_A,Category_A,MTVUE,MCAUL
DJXHDK,VGHKG,VMRJFRRNQDBPLOLZJZIO,93,02/21/2023 09:17,26.8,,United Kingdom,0.29,308.82,Credit Card,Store_B,Category_B,XRSCS,QRRBU
TGRTGQ,NAPGM,VJIVOHGCKCGQBKZWCPVG,196,09/17/2023 06:49,43.56,16250.0,United Kingdom,0.37,409.73,Online,Store_B,Category_A,UNRVU,RXTDX
GXRLHJ,WZIFM,ZMLGTZHLEZWTJBHGMZSZ,419,05/09/2023 19:49,39.72,13374.0,France,0.46,38.41,Online,Store_B,Category_A,FAKIX,
BDJABA,JBXSQ,BRNTLYJOUVOUQUOOJOCJ,3502,04/18/2023 01:35,41.34,13688.0,Germany,0.29,409.29,Credit Card,Store_B,Category_B,ZVGHE,OMHZL
GVIIYO,XIZVF,QCIYIUCMRNWERRMKRVYK,459,04/26/2023 06:24,35.38,11903.0,Belgium,0.04,294.03,Cash,Store_B,Category_A,OZYFS,PCIFJ
,OHMBA,VASSCVUEOCRMXAAPEUIJ,542,12/10/2023 19:16,48.99,14150.0,Germany,0.45,65.79,Credit Card,Store_C,Category_C,,UWRTP
GNWVHP,,EGHAHNEOCDHOQXFCIGQG,231,01/30/2023 18:48,49.46,17753.0,United Kingdom,0.13,121.62,Cash,Store_C,Category_B,,WHNHP
ICFYAY,BQGGQ,PCHLJLQZIKMAVTQLUVKH,212,06/15/2023 21:26,92.32,15533.0,United Kingdom,0.17,228.19,Cash,Store_C,Category_C,DAIHH,RBNRV
NKCGHN,PBESV,SFGCPRASFEKKSZBFWUCS,561,04/03/2023 11:31,25.98,12319.0,Belgium,0.35,326.55,Credit Card,Store_B,Category_C,UHJSP,BCRVX
SWCNRG,PVYIL,RKHYMAUBXSXCYMRTCSUM,852,06/04/2023 21:50,6.45,14877.0,Germany,0.0,192.68,Cash,Store_A,Category_A,,
ZCKAIX,TXGHE,CPLZMOTFEYESGKDNTILO,497,05/28/2023 06:03,91.04,16801.0,France,0.13,231.56,Credit Card,Store_C,Category_A,MPUQA,FZXLL
PRNJFF,UUIDT,GQVBJBJSMFYSKWRDPRAZ,36,09/03/2023 07:18,76.31,13278.0,Belgium,0.16,99.49,Credit Card,Store_A,Category_B,HMEXR,LARLY
POLNAB,CGMYV,NJCCZBKXCYHOJNBEZKUT,660,02/16/2023 06:12,48.25,14466.0,Belgium,0.23,136.79,Credit Card,Store_B,Category_C,GSYRI,KVAEH
XOWOKO,,NGZONZESERHXKDUVHBAC,360,01/06/2023 04:28,331.56,,France,0.4,79.44,Cash,Store_B,Category_C,CBBNP,LWVAG
ZUYFCU,UPYTD,FUQYJTIVAJIKMKTAFOFB,537,05/09/2023 05:50,30.99,10470.0,Netherlands,0.23,244.35,Online,Store_A,Category_A,HVEKT,XSRYS
FTIVMZ,ZMCEY,,770,04/01/2023 23:46,99.76,13444.0,Belgium,0.37,25.08,Credit Card,Store_A,Category_B,PXOYT,MBWXS
LSNBZE,ODQDN,RVQOCFXVWSZDHVJYJEPD,188,03/22/2023 18:19,91.59,14249.0,France,0.14,404.69,Credit Card,Store_A,Category_C,TEIMW,OLPCT
PZJJGD,HZHNR,ILZGDEGYGRFGXAIKZVZS,138,07/26/2023 19:42,34.32,11804.0,Belgium,0.37,202.19,Online,Store_B,Category_B,EHOEW,YNVEU
NGICVQ,CSCKC,UCPTEJKOSJUGZNLTNTMG,778,07/11/2023 19:33,46.83,16189.0,France,0.29,12.03,Cash,Store_C,Category_B,ZNAAY,LNQVH
GNAMNG,AZTPC,LSNNCOZTIMYOCHLVBKRP,993,05/21/2023 07:27,225.8,10105.0,Belgium,0.12,352.45,Credit Card,Store_B,Category_C,,TSXZA
DWBKYX,TCIUO,HMFVFLDDAZSPENHKTGAQ,14,09/10/2023 13:54,71.35,10499.0,Belgium,0.3,184.1,Credit Card,Store_B,Category_A,WBVRU,TFYKJ
XNSTDF,QFYZU,BANTNDSGMVWQBFYNRNDW,748,12/06/2023 02:19,84.75,,France,0.43,397.65,Credit Card,Store_B,Category_C,TOXVT,CLZTH
BWHQBK,PTOLW,HHYFSCFXAFOFOSBFKLRR,883,08/01/2023 12:04,94.81,15750.0,United Kingdom,0.15,387.58,Online,Store_B,Category_A,RYXYV,LIDBH
EAPWSH,,XICEENAZCTFLEPDDNEKT,150,02/15/2023 18:34,38.22,12119.0,Germany,0.29,483.53,Credit Card,Store_C,Category_A,GRVKM,BUPRN
GTZZCK,LGYER,AWOBPTUOCAGWGSXIGUSD,1102,08/24/2023 05:09,92.28,,Belgium,0.33,448.9,Cash,Store_B,Category_A,MZFBL,XIYOK
ZVHWZK,XGBJH,YBBSKXOZMXCDXBUZCWDY,833,08/20/2023 21:55,67.35,17655.0,Netherlands,0.27,53.35,Credit Card,Store_A,Category_C,,
PAWLHB,MPYPD,NVXNVKPKVXAECLBSGLXU,81,02/14/2023 09:28,80.32,,France,0.3,322.16,Online,Store_A,Category_C,TLPWM,IBMWR
XPMVCS,RADTQ,TGXQCWBFOJOPJLEZEFJC,223,02/08/2023 08:47,29.18,,United Kingdom,0.0,491.23,Cash,Store_A,Category_C,PAKTE,CUOAO
DCZPFJ,KJWZG,FUYCCEUXAINIWOSNERJU,876,11/10/2023 01:08,45.29,18630.0,France,0.46,431.66,Credit Card,Store_A,Category_B,LBNFH,BPUZD
LWGTYZ,KWEND,CAZVHPYHITFISEYODMRQ,948,09/08/2023 09:03,58.53,10594.0,France,0.16,145.68,Online,Store_A,Category_B,JBOBZ,LAITP
QYMCHO,FITRN,KIXDAFSINZNYUCEAOZXF,586,10/29/2023 02:44,721.52,,France,0.41,50.05,Cash,Store_B,Category_C,YANYF,GBMRS
RRHQXK,XFMAZ,OYJOFNFTXJDCVKTUBYOJ,163,10/19/2023 02:21,21.44,14355.0,Netherlands,0.09,353.48,Credit Card,Store_A,Category_C,GKAGU,XWBND
EGWSGM,,,564,09/24/2023 01:06,756.54,13575.0,Belgium,0.06,212.81,Online,Store_C,Category_A,UHODJ,XNGOE
NHDYCU,MIYXS,QDAJTXZSBAPUXOLYFSZG,166,09/14/2023 02:32,29.94,12880.0,Netherlands,0.3,260.48,Cash,Store_B,Category_B,VKBDP,MPXAE
NIDKHN,APTKV,XMUNYKVVYRDOPCSHPBGR,420,02/21/2023 15:28,712.05,18802.0,Germany,0.37,454.14,Cash,Store_B,Category_A,TFAFE,JCQKB
ECAQWO,,,59,01/19/2023 01:20,882.84,19240.0,France,0.22,246.68,Cash,Store_B,Category_C,,EOXRI
QELIAP,XDVVA,BYGLKTEVIMHXEGNIRKRF,657,07/14/2023 12:07,18.43,16938.0,Germany,0.23,169.98,Credit Card,Store_B,Category_C,EHRVT,MOBZN
JLUHXF,ABQPM,THDPICKONEWZNENFMUKE,55,05/03/2023 23:16,6.12,14078.0,Netherlands,0.03,424.86,Online,Store_B,Category_C,OFDCH,RPPZS
,ASDIH,YSMEDBDWUNWFJWOPNIMO,20,08/01/2023 17:35,78.83,17879.0,United Kingdom,0.01,98.38,Online,Store_A,Category_C,OROPO,WAPIY
YRZKIH,RUYAG,SEVHFIJNVVVPWKMEWHYD,851,08/27/2023 10:14,95.64,,Germany,0.07,350.15,Online,Store_C,Category_C,UGBKF,
GQYBTR,KYIIT,JTTWHEYYQIKPRJNNPNLW,105,08/28/2023 18:50,69.98,19229.0,France,0.45,342.45,Online,Store_A,Category_B,YGRUB,YHLCO
PCKZGQ,HFJBV,VHTLUVYSJMWAJWUUGFGL,452,10/05/2023 05:22,73.62,18064.0,United Kingdom,0.18,43.91,Credit Card,Store_C,Category_A,AAINS,
XMSEPY,LQKBJ,GVIMRPVCPOKUBLTSPIFD,123,11/12/2023 11:05,44.02,11367.0,France,0.4,163.39,Online,Store_C,Category_B,DGVFI,BCXAM
NRFJAR,LCIAG,LBXBUHTDOVWTLMVAXBGY,943,12/20/2023 05:42,25.33,14667.0,Belgium,0.06,6.81,Credit Card,Store_C,Category_B,,ZJJTH
OSTDGZ,MOFUS,LXJABXKNFWZDLGFGKBLX,633,11/26/2023 22:41,51.4,15577.0,Germany,0.46,420.62,Cash,Store_C,Category_A,AJGQW,BAVPG
JGQGFB,IVLRK,OGSQGLNGDQIPDXJIZACK,740,02/01/2023 15:23,41.48,,Belgium,0.37,288.88,Online,Store_C,Category_B,KPLLV,RYQOZ
NBLLLP,NXMGM,YKWQAFHYDAKGQUWUHPYL,691,01/09/2023 09:31,89.6,18258.0,Germany,0.0,65.72,Online,Store_C,Category_A,PGNUW,SPTHC
SIALAZ,UBUKR,WRBEOHASNYZHLYJUTPSY,324,12/23/2023 18:44,814.36,10582.0,United Kingdom,0.27,105.41,Credit Card,Store_A,Category_C,,OGUAG
ZCZJQU,TBBHX,CVQCYJZTRNLPGGLIDASJ,214,04/22/2023 08:05,21.47,,France,0.08,41.77,Credit Card,Store_C,Category_B,DLYXK,TCZRF
BADEGX,UEEDH,JMNVMRQZCQNEMXHWDBUP,650,07/13/2023 00:19,97.99,17940.0,United Kingdom,0.05,199.59,Online,Store_C,Category_B,FGZQX,YAQOJ
YKUMSA,NOIHO,XBTDJBPROKZSAFDNYPYR,311,10/30/2023 23:58,34.83,10033.0,United Kingdom,0.06,358.71,Cash,Store_C,Category_B,XVQGF,QNPMD
AQMRKR,GECGA,TSYCFEUGRSWSUPVZZALB,986,03/03/2023 07:09,32.35,15473.0,Netherlands,0.18,170.78,Online,Store_B,Category_A,,
SZNEVY,,MMDXXFNHLMYQALVJHWTI,315,01/26/2023 11:39,20.85,13683.0,United Kingdom,0.23,474.13,Credit Card,Store_B,Category_B,WAVPF,TBPZN
PXTWZU,FCOYD,UQJPQZXPTYFUUOFJALKV,397,11/13/2023 04:54,69.4,17796.0,Germany,0.05,196.28,Cash,Store_C,Category_A,VSRWD,CHVRC
OOYUJV,AOLDL,TFMTKIBMWIAYVITRFLDF,58,04/27/2023 06:45,78.8,15818.0,Belgium,0.02,315.81,Credit Card,Store_B,Category_A,TCTYJ,VTSUX
ZRFEAC,PPWRG,RMYCSVBUPUYSEKLTGYCX,729,06/13/2023 21:06,13.16,16107.0,Belgium,0.37,452.68,Online,Store_C,Category_C,XXTCK,DDCLG
WDMCRJ,CQGVI,,248,10/06/2023 12:35,62.03,19909.0,United Kingdom,0.29,205.07,Cash,Store_B,Category_C,WSGZS,
BOCFYZ,WHFQK,CRIRINAACGCJOXRAQYDC,332,03/03/2023 19:44,93.42,15031.0,Germany,0.15,113.81,Online,Store_C,Category_C,FKLIP,RTWIV
TQYJSJ,KKZCC,INRVDTRNELILJPSKEIKQ,385,12/23/2023 11:37,257.05,12831.0,Germany,0.19,123.91,Credit Card,Store_C,Category_A,VHNXP,KXHRS
ALRFNZ,GUMKE,KHZBEROBOUVBQVXVLZQW,757,03/07/2023 02:37,27.44,13418.0,Belgium,0.14,224.71,Online,Store_B,Category_B,,RELFY
AHCDPQ,WYXQS,MDGBDQAZWTFUYYGFNCXL,97,11/04/2023 12:24,50.18,12991.0,France,0.41,160.46,Cash,Store_C,Category_B,,TXIWO
YXBBUX,ANZMX,ZPPRGLPJBJBVPNZPOPKT,969,02/22/2023 02:35,34.52,10687.0,Belgium,0.46,25.24,Credit Card,Store_B,Category_A,UCMXZ,MCDCB
KEZOPV,MMUWU,LBYMQUJMIPROMYVBSUWA,230,08/18/2023 05:55,77.4,12402.0,Belgium,0.38,347.24,Online,Store_C,Category_A,UWFHY,
HYJCRW,VWFUP,LZCNCJVVYOGGIFNLTDIF,37,02/03/2023 10:25,10.75,12904.0,France,0.03,198.11,Online,Store_B,Category_B,PQEIX,YBPGX
MIBRQJ,ROWOH,PVKMDJYBZTGJYFYQIYLU,874,11/02/2023 10:57,53.26,,Germany,0.25,395.92,Credit Card,Store_A,Category_A,RJVSA,JIVXW
,UYQAB,SSKVZRBVVGFQZNNICUOC,188,12/12/2023 17:58,80.19,18841.0,Belgium,0.13,310.09,Credit Card,Store_A,Category_A,YZKZF,PBFEO
GULZBZ,EKIRA,XQCTCEOZRTBFJCVOVRUQ,983,04/29/2023 01:31,27.41,,Netherlands,0.45,214.5,Cash,Store_C,Category_C,YVAEA,QYQOA
,,UKMKZSCVMXQPGHWOECOQ,109,09/09/2023 23:32,52.35,14215.0,Belgium,0.22,303.14,Cash,Store_A,Category_C,BAFQQ,
AJDYKK,ALCXK,RTFHEHGYXOQLJQLPVSQP,168,05/09/2023 00:12,52.56,11608.0,France,0.05,253.78,Cash,Store_B,Category_B,VGDNN,YBXBJ
PPWVYS,XGGZQ,URFPANMYYCBSGZPSNEIE,891,02/14/2023 14:50,65.06,12780.0,Netherlands,0.5,443.0,Online,Store_B,Category_A,UKAPF,
TRCXOZ,OLKRT,FLCVNQPXFHAVTGRXTBLC,183,03/10/2023 14:57,12.19,16128.0,Belgium,0.37,392.32,Cash,Store_A,Category_C,WHIYO,IUHFD
FYSMFR,OVOKT,IPOJZKTJIPDFCAOLTOXD,880,01/18/2023 20:19,30.28,15897.0,United Kingdom,0.49,233.54,Online,Store_C,Category_C,MWXCK,
JPRPZV,ARSZV,PJXRUMHBMGXBECQFZKHU,176,08/10/2023 06:41,33.36,12418.0,United Kingdom,0.34,138.23,Online,Store_A,Category_B,URIMR,AYHGQ
ZWGNWW,KLRRU,,731,06/05/2023 14:46,6.25,11184.0,Germany,0.07,104.89,Cash,Store_C,Category_A,VMDZP,BUUFW
,IDGOH,WDLJUQOPOQFPZLCQDZEY,696,11/21/2023 05:17,63.28,12645.0,Netherlands,0.42,194.76,Online,Store_B,Category_A,KNJTP,
KASVYV,OOPML,QKSVACBFSKBOOKDKMXMW,26,07/18/2023 10:30,26.37,18292.0,Germany,0.5,357.48,Cash,Store_A,Category_B,OBEJY,TUUZF
OWPLTB,NVJAK,CXNKBHLMNKLWCJHYMBMR,53,06/25/2023 19:53,28.86,18174.0,Germany,0.22,223.93,Online,Store_C,Category_B,QRLZB,VDXCG
BMLMJR,DAEAC,,886,10/08/2023 17:49,99.29,,Netherlands,0.3,318.12,Credit Card,Store_A,Category_A,XPCCG,ARDVW
DKUGGV,YONQT,KBGEMMOYMSFBLBYEELSW,274,09/09/2023 00:58,85.9,11317.0,United Kingdom,0.19,126.32,Credit Card,Store_C,Category_B,XFIGU,BHKLT
SBCTPL,XAJUO,DWYEANUEUPPJGYDJFOPI,51,10/25/2023 00:58,98.68,17222.0,Netherlands,0.35,156.78,Cash,Store_C,Category_C,RYVPT,SBFWC
TQCRSP,SMHEE,QKURWGNAOCHSVFBSDXJY,289,10/31/2023 22:34,29.15,17189.0,Belgium,0.01,241.82,Online,Store_B,Category_C,PSSTF,HMVUT
UBZRDY,TPVXV,JIDXZURZWLSSBGRYMTTZ,110,03/03/2023 00:34,20.46,15953.0,United Kingdom,0.38,96.95,Online,Store_C,Category_B,UZFYO,TEBMV
OBYEAX,PGEDA,IMFXFUUSTSWFCVJCUNFH,50,10/04/2023 16:54,78.66,18784.0,Belgium,0.37,257.09,Credit Card,Store_A,Category_A,,MQHIA
,AWQFA,,707,01/27/2023 00:17,49.28,16965.0,United Kingdom,0.39,414.64,Credit Card,Store_B,Category_C,ISSNL,ICJSA
KUFVOF,YGCRD,FLJWAWGOUIJSTZYAYYCF,665,02/11/2023 04:51,22.3,,Germany,0.04,346.09,Online,Store_B,Category_A,ZJQYY,HKIYQ
YRJDWQ,WGQAH,ILJFXBPKXGIKBWVRBNPB,102,10/08/2023 07:47,83.06,11318.0,Germany,0.18,432.3,Cash,Store_B,Category_C,ULHME,JEFET
DCCZTR,JKYRF,MWIZUVMJJVTYJLOMIRHK,844,04/14/2023 05:43,41.72,10908.0,France,0.29,48.71,Credit Card,Store_B,Category_B,WDNKC,ZEEEW
MYMYFG,QTSYF,KACSUAAMWYORTTQLNFWW,613,11/06/2023 10:27,33.9,19147.0,United Kingdom,0.28,294.62,Cash,Store_A,Category_C,HMHXK,EZDBN
OJLIUF,,YDMZTZDAHMEMCWBSRNXU,829,06/09/2023 20:15,94.99,14829.0,France,0.33,106.59,Online,Store_B,Category_C,IWKGW,SCYRW
KWFUJV,,DCWIZIMWFXWCZEIVDXPP,831,12/13/2023 23:21,54.89,10346.0,Netherlands,0.3,452.54,Credit Card,Store_A,Category_A,MBJAR,HZQRU
FOBYBG,MHOHO,,800,04/02/2023 03:01,5.65,17762.0,United Kingdom,0.07,116.04,Cash,Store_A,Category_A,SDJEE,COXYY
,KAWQJ,ZRTOZRWFLOCIRRJUBDCZ,202,09/24/2023 19:40,21.25,12961.0,United Kingdom,0.47,386.97,Cash,Store_B,Category_C,,
GGXIJB,YWPBB,VCZAZIPPUMQOCPIWTWTX,108,07/19/2023 22:49,50.37,15254.0,United Kingdom,0.06,14.96,Cash,Store_A,Category_B,KYCLM,DYFNV
IZTWBZ,FGNJU,ZLTOVHXOOHAGIZKHTJKZ,596,04/23/2023 05:15,6.14,14836.0,Netherlands,0.14,110.52,Cash,Store_B,Category_C,HENKD,EACMS
ONZJLL,SDNYJ,UDPHIMHEIKCMLLZHERIO,2348,01/19/2023 13:34,77.56,16525.0,France,0.12,344.18,Credit Card,Store_A,Category_B,,XBZXS
DLSHYI,STVZW,FXZLUHOUHFSWRYMWCWJK,95,10/03/2023 09:56,96.16,19003.0,Netherlands,0.4,180.47,Online,Store_C,Category_C,MVHEZ,MEKNY
ZZRHDS,,UBWMSUGJCIBTPARENBCJ,877,03/01/2023 10:51,20.88,19365.0,France,0.06,342.19,Cash,Store_B,Category_B,IGGGM,XSVXI
PZUVDM,HURMD,YYBIGCIFISVOZYMTAMLC,986,10/08/2023 11:32,41.33,17522.0,Germany,0.31,321.57,Credit Card,Store_A,Category_A,HKHXF,RHOZN
PWKKNQ,MPDNC,PRFBDUHUEMGQHYDSXNWP,349,05/20/2023 09:12,57.74,10772.0,United Kingdom,0.4,289.81,Online,Store_C,Category_B,BJKVS,UOBAM
FMUGSL,LNVGJ,BHCTHBITKWWINBCNZXIW,468,05/03/2023 04:33,29.71,16604.0,Netherlands,0.17,184.44,Credit Card,Store_C,Category_B,SDOBV,
THAZVP,LFDQK,UTTKHMTFTZURBXTOFXEF,36,10/04/2023 11:11,28.1,10047.0,Netherlands,0.35,23.22,Credit Card,Store_A,Category_C,XTZMA,ANITB
VJZNVR,,DITEWHQDEYWLDWYRWLAM,301,09/24/2023 21:14,35.82,15761.0,United Kingdom,0.0,348.04,Credit Card,Store_C,Category_A,DZJFO,UATEA
BODQLM,MDUZE,,563,06/17/2023 15:15,62.27,19438.0,Netherlands,0.11,47.04,Cash,Store_B,Category_A,TISXR,
PBBVQZ,IXZZG,ZDLBMCUCUVTTIZIRHCMT,757,01/28/2023 15:40,53.7,19521.0,Belgium,0.37,355.29,Credit Card,Store_C,Category_B,FXQRF,TJLQP
LJTJUL,,NDWVYJXNYIFCJYWCCDFW,839,10/07/2023 21:00,96.63,13884.0,Germany,0.18,363.69,Online,Store_C,Category_B,URWZN,WJTRG
UGMHUI,DHTTR,XJCSPQYZQAXYARTNWTGU,355,12/26/2023 19:06,65.9,18324.0,Belgium,0.44,241.44,Online,Store_C,Category_A,SVYTS,KLKSV
IZAJDA,,YLYPGCOVCYBLFMGSNOST,722,05/29/2023 20:02,84.63,,United Kingdom,0.1,250.91,Credit Card,Store_C,Category_A,CPWUP,
,NYKZB,BNACHLXBWQQGONDUUKLL,787,08/23/2023 05:48,28.22,12068.0,United Kingdom,0.43,70.83,Cash,Store_B,Category_C,MBFJC,HSSCY
MBGPQI,IRGRJ,TOMGFKLQKASIHCXQIOOY,32,05/30/2023 21:15,10.73,16033.0,Germany,0.26,272.74,Online,Store_B,Category_C,JPMOE,MZKNE
WZFZQX,HJIMY,SRLYJMUMZNFLMVBUEBMU,926,11/07/2023 11:35,3.34,11174.0,Germany,0.07,221.36,Credit Card,Store_B,Category_C,LAVXI,JNDGX
HZYBRA,ZRWTO,,606,12/22/2023 01:32,99.16,16688.0,United Kingdom,0.26,41.29,Credit Card,Store_A,Category_A,XGNVR,
,EPMTK,OQAGOHRLQGXTECOCGWSH,194,02/23/2023 17:37,61.43,15789.0,Germany,0.4,176.29,Online,Store_A,Category_A,QFYYM,UPOJZ
EPFHCT,SFZKC,RSCDKSXJTDNDBUYMQBDE,797,05/17/2023 12:48,50.07,16919.0,United Kingdom,0.17,267.35,Cash,Store_B,Category_C,PEDCU,MIUIS
KGXQPU,NLKZU,JPDRDBNXZVPIUIYOGLUQ,870,07/09/2023 04:09,86.14,16758.0,Germany,0.13,405.91,Online,Store_A,Category_A,NLPTA,YDJCD
PUTRPC,EYQML,SZEQNYYFWAEKTXEUSECI,427,03/21/2023 17:15,14.57,13987.0,France,0.37,117.77,Credit Card,Store_A,Category_A,FDXMG,DBZBT
AGFKYL,,OPLHXWOSBQRFAUMMZUYQ,915,05/15/2023 16:23,1.21,12392.0,United Kingdom,0.28,388.88,Credit Card,Store_C,Category_B,WNPWV,UVLUP
JQMJKP,QCHYY,,0,08/04/2023 01:25,25.17,13077.0,Netherlands,0.31,477.28,Credit Card,Store_A,Category_A,YZBQI,TMENI
